AREA,PRIM_ST,STATE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,YEAR,HOURLY,JOBS_1000,LOC QUOTIENT,LOC_Q,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,PRIM_STATE,PCT_TOTAL,PCT_RPT
4,AZ,Arizona,53-3031,Driver/Sales Workers,,"7,850",11.2,9.65,"20,070",5.1,5.75,6.38,7.91,11.44,16.63,"11,950","13,280","16,450","23,800","34,590",,2001,,,,,,,,,,,,
12,FL,Florida,11-3051,Industrial Production Managers,,"4,910",3.5,31.76,"66,060",1.1,17.64,22.24,29.14,39.17,52.51,"36,690","46,260","60,610","81,480","109,220",,2001,,,,,,,,,,,,
12,FL,Florida,11-9051,Food Service Managers,,"13,850",4.3,20.08,"41,770",3.6,11.89,14.51,17.47,21.98,35.23,"24,730","30,170","36,330","45,710","73,270",,2001,,,,,,,,,,,,
12,FL,Florida,17-2112,Industrial Engineers,,"4,300",5.4,28.85,"60,010",0.9,18.77,22.69,28.02,34.58,41.87,"39,050","47,190","58,280","71,920","87,080",,2001,,,,,,,,,,,,
12,FL,Florida,17-2131,Materials Engineers,,590,9.0,29.56,"61,470",2.1,19.05,22.41,28.98,35.96,42.80,"39,630","46,620","60,270","74,800","89,030",,2001,,,,,,,,,,,,
12,FL,Florida,19-2032,Materials Scientists,,160,20.4,35.63,"74,110",2.7,24.10,28.47,34.17,42.79,51.96,"50,140","59,220","71,080","89,010","108,080",,2001,,,,,,,,,,,,
12,FL,Florida,23-2092,Law Clerks,,"1,910",23.0,16.17,"33,640",4.9,9.10,10.94,13.37,18.14,28.17,"18,920","22,760","27,820","37,740","58,600",,2001,,,,,,,,,,,,
12,FL,Florida,27-1021,Commercial And Industrial Designers,,640,14.5,20.45,"42,530",6.1,8.80,12.94,18.62,25.21,32.61,"18,310","26,920","38,740","52,440","67,830",,2001,,,,,,,,,,,,
12,FL,Florida,29-1123,Physical Therapists,,"6,710",4.6,28.34,"58,940",1.5,19.23,23.40,27.17,32.91,40.54,"40,000","48,670","56,520","68,460","84,320",,2001,,,,,,,,,,,,
12,FL,Florida,35-2021,Food Preparation Workers,,"40,560",5.0,7.87,"16,370",1.1,5.84,6.51,7.69,8.90,10.66,"12,140","13,540","15,990","18,510","22,170",,2001,,,,,,,,,,,,
12,FL,Florida,41-2022,Parts Salespersons,,"11,980",5.2,12.99,"27,020",2.7,6.81,8.72,11.80,16.10,20.67,"14,170","18,130","24,540","33,480","43,000",,2001,,,,,,,,,,,,
12,FL,Florida,43-4021,Correspondence Clerks,,"1,830",8.6,11.34,"23,600",1.5,8.60,9.73,11.02,12.81,14.65,"17,890","20,240","22,920","26,650","30,460",,2001,,,,,,,,,,,,
12,FL,Florida,43-4071,File Clerks,,"18,740",4.4,9.56,"19,880",1.0,6.43,7.60,9.01,10.86,13.26,"13,370","15,800","18,740","22,580","27,570",,2001,,,,,,,,,,,,
12,FL,Florida,43-4151,Order Clerks,,"19,530",7.4,11.80,"24,550",1.4,7.49,9.02,11.23,13.94,16.96,"15,570","18,760","23,370","29,000","35,280",,2001,,,,,,,,,,,,
12,FL,Florida,45-1012,Farm Labor Contractors,,420,24.1,7.94,"16,510",7.1,5.59,5.93,6.51,7.71,12.57,"11,620","12,340","13,530","16,040","26,140",,2001,,,,,,,,,,,,
12,FL,Florida,47-2072,Pile-Driver Operators,,420,25.4,17.72,"36,850",2.7,11.53,14.19,18.10,21.52,24.23,"23,990","29,510","37,640","44,770","50,390",,2001,,,,,,,,,,,,
12,FL,Florida,49-9041,Industrial Machinery Mechanics,,"6,200",6.0,16.64,"34,610",1.7,10.97,12.78,15.75,20.27,24.78,"22,820","26,590","32,750","42,170","51,540",,2001,,,,,,,,,,,,
12,FL,Florida,49-9043,"Maintenance Workers, Machinery",,"5,500",5.1,15.04,"31,270",1.7,9.34,11.64,14.70,18.43,21.39,"19,420","24,220","30,580","38,340","44,480",,2001,,,,,,,,,,,,
12,FL,Florida,51-0000,Production Occupations,major,"379,050",1.9,11.46,"23,830",0.7,6.50,7.88,10.17,13.58,18.18,"13,530","16,400","21,160","28,240","37,820",,2001,,,,,,,,,,,,
12,FL,Florida,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,"26,550",2.6,20.05,"41,710",1.0,11.24,13.97,18.31,24.73,32.29,"23,380","29,050","38,090","51,440","67,170",,2001,,,,,,,,,,,,
12,FL,Florida,51-5021,Job Printers,,"4,280",32.3,11.09,"23,060",4.3,7.32,7.88,8.80,13.58,18.03,"15,230","16,380","18,310","28,240","37,510",,2001,,,,,,,,,,,,
12,FL,Florida,53-3031,Driver/Sales Workers,,"24,050",12.3,9.59,"19,940",3.1,5.65,6.21,7.76,11.55,17.11,"11,750","12,910","16,140","24,020","35,590",,2001,,,,,,,,,,,,
13,GA,Georgia,11-3051,Industrial Production Managers,,"6,130",5.8,29.49,"61,340",1.9,17.60,21.32,27.20,35.57,45.15,"36,610","44,350","56,580","73,980","93,920",,2001,,,,,,,,,,,,
13,GA,Georgia,11-9051,Food Service Managers,,"7,750",10.7,17.45,"36,290",2.1,11.44,13.75,16.69,20.83,25.11,"23,790","28,590","34,720","43,340","52,230",,2001,,,,,,,,,,,,
13,GA,Georgia,17-2112,Industrial Engineers,,"6,000",35.2,29.22,"60,780",2.3,21.37,25.91,29.67,32.89,35.96,"44,440","53,900","61,720","68,420","74,800",,2001,,,,,,,,,,,,
13,GA,Georgia,17-2131,Materials Engineers,,320,13.8,26.94,"56,040",1.5,17.18,21.80,26.61,32.82,38.51,"35,740","45,350","55,340","68,260","80,110",,2001,,,,,,,,,,,,
13,GA,Georgia,19-2032,Materials Scientists,,290,33.1,18.20,"37,860",1.5,10.97,13.19,16.63,21.26,28.07,"22,810","27,430","34,600","44,210","58,380",,2001,,,,,,,,,,,,
13,GA,Georgia,23-2092,Law Clerks,,"1,070",17.5,14.39,"29,940",4.4,7.24,10.82,14.42,17.03,20.88,"15,070","22,510","29,990","35,430","43,430",,2001,,,,,,,,,,,,
13,GA,Georgia,27-1021,Commercial And Industrial Designers,,500,20.5,20.50,"42,640",4.3,12.42,15.34,18.29,23.44,32.01,"25,840","31,910","38,030","48,750","66,570",,2001,,,,,,,,,,,,
13,GA,Georgia,29-1123,Physical Therapists,,"2,660",7.1,27.63,"57,460",1.7,18.70,22.10,26.87,32.80,38.60,"38,900","45,960","55,880","68,220","80,290",,2001,,,,,,,,,,,,
13,GA,Georgia,35-2021,Food Preparation Workers,,"25,960",11.5,7.90,"16,430",2.0,5.71,6.31,7.55,9.20,10.85,"11,870","13,130","15,710","19,140","22,560",,2001,,,,,,,,,,,,
13,GA,Georgia,41-2022,Parts Salespersons,,"8,140",11.7,12.97,"26,970",3.6,7.22,9.04,12.04,16.27,20.57,"15,020","18,800","25,040","33,840","42,790",,2001,,,,,,,,,,,,
13,GA,Georgia,43-4021,Correspondence Clerks,,"1,560",16.5,12.72,"26,450",2.2,8.90,10.61,12.59,14.60,17.05,"18,500","22,060","26,180","30,370","35,460",,2001,,,,,,,,,,,,
13,GA,Georgia,43-4071,File Clerks,,"8,550",9.4,9.42,"19,580",2.2,6.25,7.42,8.97,10.77,13.22,"13,000","15,420","18,660","22,400","27,490",,2001,,,,,,,,,,,,
13,GA,Georgia,43-4151,Order Clerks,,"10,570",8.0,12.30,"25,580",1.2,8.11,9.76,11.96,14.28,17.24,"16,860","20,290","24,870","29,700","35,860",,2001,,,,,,,,,,,,
13,GA,Georgia,45-1012,Farm Labor Contractors,,80,19.3,8.84,"18,380",15.4,5.53,6.08,7.74,11.01,15.02,"11,510","12,650","16,100","22,890","31,240",,2001,,,,,,,,,,,,
13,GA,Georgia,47-2072,Pile-Driver Operators,,180,47.3,11.54,"23,990",3.4,8.14,9.14,10.27,14.22,16.69,"16,940","19,010","21,360","29,580","34,710",,2001,,,,,,,,,,,,
13,GA,Georgia,49-9041,Industrial Machinery Mechanics,,"7,480",5.0,16.62,"34,560",1.2,11.55,13.13,15.81,19.66,23.70,"24,030","27,310","32,880","40,890","49,290",,2001,,,,,,,,,,,,
13,GA,Georgia,49-9043,"Maintenance Workers, Machinery",,"3,230",5.3,14.66,"30,500",2.7,9.46,11.31,13.55,16.78,21.87,"19,680","23,530","28,190","34,910","45,490",,2001,,,,,,,,,,,,
13,GA,Georgia,51-0000,Production Occupations,major,"371,050",1.6,12.10,"25,170",0.9,7.23,8.62,10.91,14.00,18.98,"15,040","17,920","22,690","29,120","39,480",,2001,,,,,,,,,,,,
13,GA,Georgia,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,"22,750",2.2,20.65,"42,960",0.8,12.25,15.29,19.51,24.41,31.05,"25,480","31,800","40,570","50,760","64,580",,2001,,,,,,,,,,,,
13,GA,Georgia,51-5021,Job Printers,,830,20.0,16.50,"34,320",6.8,9.37,12.18,15.86,21.81,24.96,"19,490","25,340","32,980","45,360","51,920",,2001,,,,,,,,,,,,
13,GA,Georgia,53-3031,Driver/Sales Workers,,"9,920",15.4,11.12,"23,120",3.6,5.84,6.69,10.26,14.68,18.22,"12,140","13,910","21,330","30,530","37,910",,2001,,,,,,,,,,,,
18,IN,Indiana,11-3051,Industrial Production Managers,,"5,560",6.2,30.86,"64,190",1.2,18.40,23.25,29.79,37.97,44.90,"38,270","48,360","61,950","78,970","93,390",,2001,,,,,,,,,,,,
18,IN,Indiana,11-9051,Food Service Managers,,"5,790",7.4,16.97,"35,310",2.6,10.07,12.65,15.88,20.61,25.60,"20,950","26,300","33,040","42,880","53,240",,2001,,,,,,,,,,,,
18,IN,Indiana,17-2112,Industrial Engineers,,"5,380",6.3,26.74,"55,630",1.9,18.06,21.83,26.32,32.01,36.34,"37,560","45,410","54,750","66,570","75,600",,2001,,,,,,,,,,,,
18,IN,Indiana,17-2131,Materials Engineers,,900,14.3,26.49,"55,090",1.6,18.57,21.68,26.05,31.70,35.89,"38,610","45,100","54,190","65,940","74,650",,2001,,,,,,,,,,,,
18,IN,Indiana,19-2032,Materials Scientists,,**,**,22.37,"46,520",8.5,11.50,12.62,16.16,31.64,41.71,"23,920","26,250","33,600","65,800","86,760",,2001,,,,,,,,,,,,
18,IN,Indiana,23-2092,Law Clerks,,630,9.8,14.12,"29,370",4.9,7.77,10.34,12.84,17.15,23.25,"16,160","21,500","26,700","35,660","48,350",,2001,,,,,,,,,,,,
18,IN,Indiana,27-1021,Commercial And Industrial Designers,,820,29.9,21.94,"45,630",2.9,11.86,16.37,21.30,26.63,32.77,"24,660","34,040","44,310","55,400","68,160",,2001,,,,,,,,,,,,
18,IN,Indiana,29-1123,Physical Therapists,,"2,860",5.5,27.30,"56,790",2.9,14.27,21.71,26.07,32.23,41.54,"29,680","45,150","54,230","67,050","86,410",,2001,,,,,,,,,,,,
18,IN,Indiana,35-2021,Food Preparation Workers,,"25,790",15.6,7.70,"16,020",1.5,5.92,6.75,7.72,8.52,9.49,"12,310","14,040","16,050","17,730","19,730",,2001,,,,,,,,,,,,
18,IN,Indiana,41-2022,Parts Salespersons,,"6,020",8.4,11.76,"24,470",2.3,6.59,8.30,11.13,14.35,17.38,"13,700","17,260","23,160","29,840","36,160",,2001,,,,,,,,,,,,
18,IN,Indiana,43-4021,Correspondence Clerks,,670,27.1,12.12,"25,210",2.1,9.09,10.05,11.68,13.83,16.32,"18,910","20,910","24,280","28,770","33,950",,2001,,,,,,,,,,,,
18,IN,Indiana,43-4071,File Clerks,,"4,190",6.6,9.24,"19,210",1.0,6.60,7.63,9.01,10.60,12.51,"13,730","15,880","18,750","22,050","26,020",,2001,,,,,,,,,,,,
18,IN,Indiana,43-4151,Order Clerks,,"8,060",7.5,11.81,"24,570",1.6,7.40,8.83,11.33,13.94,17.41,"15,380","18,370","23,560","28,990","36,210",,2001,,,,,,,,,,,,
18,IN,Indiana,47-2072,Pile-Driver Operators,,100,33.4,19.81,"41,200",6.3,12.50,14.56,19.26,23.76,29.23,"25,990","30,290","40,060","49,430","60,810",,2001,,,,,,,,,,,,
18,IN,Indiana,49-9041,Industrial Machinery Mechanics,,"5,270",6.5,20.49,"42,620",2.4,13.53,16.62,19.65,23.96,30.92,"28,150","34,570","40,870","49,830","64,320",,2001,,,,,,,,,,,,
18,IN,Indiana,49-9043,"Maintenance Workers, Machinery",,"2,740",10.6,16.78,"34,900",2.8,10.02,12.41,16.02,20.39,25.91,"20,840","25,800","33,310","42,420","53,900",,2001,,,,,,,,,,,,
18,IN,Indiana,51-0000,Production Occupations,major,"418,810",2.1,14.09,"29,310",1.1,8.10,9.93,12.76,17.03,23.04,"16,850","20,650","26,550","35,420","47,920",,2001,,,,,,,,,,,,
18,IN,Indiana,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,"27,790",2.1,20.93,"43,520",0.9,12.49,15.66,19.84,25.13,31.21,"25,980","32,570","41,270","52,260","64,930",,2001,,,,,,,,,,,,
18,IN,Indiana,51-5021,Job Printers,,"1,350",12.3,13.80,"28,710",2.8,9.15,10.43,13.05,16.61,20.31,"19,030","21,690","27,150","34,550","42,240",,2001,,,,,,,,,,,,
18,IN,Indiana,53-3031,Driver/Sales Workers,,"7,180",7.6,12.65,"26,300",3.7,6.23,8.21,11.20,15.81,20.50,"12,950","17,080","23,310","32,880","42,640",,2001,,,,,,,,,,,,
26,MI,Michigan,11-3051,Industrial Production Managers,,"9,250",2.9,38.34,"79,750",1.1,21.84,28.20,36.38,47.08,62.99,"45,430","58,650","75,670","97,930","131,020",,2001,,,,,,,,,,,,
26,MI,Michigan,11-9051,Food Service Managers,,"4,940",7.6,19.09,"39,720",2.5,11.22,13.36,18.25,22.98,29.35,"23,330","27,780","37,950","47,800","61,050",,2001,,,,,,,,,,,,
26,MI,Michigan,17-2112,Industrial Engineers,,"12,730",3.4,31.10,"64,680",0.8,21.19,25.64,31.03,36.27,42.72,"44,080","53,320","64,550","75,430","88,860",,2001,,,,,,,,,,,,
26,MI,Michigan,17-2131,Materials Engineers,,"1,100",6.7,28.28,"58,830",1.4,18.92,23.03,27.73,33.74,40.14,"39,350","47,900","57,680","70,180","83,490",,2001,,,,,,,,,,,,
26,MI,Michigan,19-2032,Materials Scientists,,290,24.7,25.61,"53,260",3.5,15.10,18.74,23.72,30.23,41.76,"31,410","38,970","49,330","62,870","86,860",,2001,,,,,,,,,,,,
26,MI,Michigan,23-2092,Law Clerks,,**,**,14.88,"30,960",2.4,11.16,11.94,13.22,18.59,20.51,"23,210","24,840","27,490","38,680","42,670",,2001,,,,,,,,,,,,
26,MI,Michigan,27-1021,Commercial And Industrial Designers,,"5,030",12.6,30.79,"64,050",1.7,21.17,26.04,31.26,35.66,42.02,"44,040","54,170","65,030","74,180","87,400",,2001,,,,,,,,,,,,
26,MI,Michigan,29-1123,Physical Therapists,,"4,470",6.0,29.08,"60,490",1.8,20.29,23.84,27.58,33.52,42.54,"42,210","49,590","57,360","69,730","88,490",,2001,,,,,,,,,,,,
26,MI,Michigan,35-2021,Food Preparation Workers,,"24,910",12.4,8.58,"17,850",1.9,5.81,6.65,8.34,10.17,12.13,"12,080","13,830","17,360","21,150","25,230",,2001,,,,,,,,,,,,
26,MI,Michigan,41-2022,Parts Salespersons,,"7,600",8.1,13.06,"27,160",2.7,7.48,9.14,11.88,16.31,20.64,"15,550","19,000","24,700","33,920","42,930",,2001,,,,,,,,,,,,
26,MI,Michigan,43-4021,Correspondence Clerks,,"1,350",26.1,12.38,"25,740",1.5,9.03,10.20,12.21,14.25,16.55,"18,780","21,220","25,390","29,630","34,430",,2001,,,,,,,,,,,,
26,MI,Michigan,43-4071,File Clerks,,"7,590",10.3,9.74,"20,260",2.8,6.14,7.42,9.35,11.24,13.97,"12,760","15,430","19,440","23,380","29,060",,2001,,,,,,,,,,,,
26,MI,Michigan,43-4151,Order Clerks,,"9,600",5.5,13.04,"27,130",1.3,7.98,9.69,12.48,15.82,18.77,"16,600","20,150","25,950","32,910","39,040",,2001,,,,,,,,,,,,
26,MI,Michigan,47-2072,Pile-Driver Operators,,60,36.4,18.72,"38,940",5.4,11.52,14.52,16.43,23.50,30.67,"23,960","30,190","34,170","48,880","63,790",,2001,,,,,,,,,,,,
26,MI,Michigan,49-9041,Industrial Machinery Mechanics,,"8,220",9.5,24.23,"50,400",2.8,14.38,18.62,24.86,30.69,34.19,"29,900","38,740","51,700","63,830","71,120",,2001,,,,,,,,,,,,
26,MI,Michigan,49-9043,"Maintenance Workers, Machinery",,"3,070",5.3,18.76,"39,030",2.4,11.19,14.05,17.43,23.81,28.20,"23,280","29,230","36,250","49,530","58,660",,2001,,,,,,,,,,,,
26,MI,Michigan,51-0000,Production Occupations,major,"570,570",1.8,16.43,"34,170",1.3,8.51,10.48,14.32,22.64,26.93,"17,700","21,810","29,790","47,080","56,000",,2001,,,,,,,,,,,,
26,MI,Michigan,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,"34,410",2.0,25.20,"52,410",1.1,14.14,17.69,23.37,31.25,39.24,"29,420","36,800","48,610","65,000","81,620",,2001,,,,,,,,,,,,
26,MI,Michigan,51-5021,Job Printers,,"1,190",10.8,16.02,"33,310",4.0,9.47,11.83,15.17,19.04,22.32,"19,690","24,600","31,550","39,610","46,430",,2001,,,,,,,,,,,,
26,MI,Michigan,53-3031,Driver/Sales Workers,,"11,210",14.3,11.65,"24,240",4.6,5.83,6.70,9.54,15.70,20.70,"12,120","13,930","19,850","32,650","43,060",,2001,,,,,,,,,,,,
32,NV,Nevada,11-3051,Industrial Production Managers,,460,6.3,31.04,"64,560",1.9,18.53,23.02,29.84,36.12,46.44,"38,530","47,880","62,060","75,120","96,600",,2001,,,,,,,,,,,,
32,NV,Nevada,11-9051,Food Service Managers,,"2,680",6.3,20.68,"43,010",2.7,12.17,15.13,18.85,23.34,30.69,"25,310","31,480","39,220","48,540","63,830",,2001,,,,,,,,,,,,
32,NV,Nevada,17-2112,Industrial Engineers,,170,13.7,28.79,"59,890",3.9,18.23,21.72,27.99,34.84,42.40,"37,930","45,170","58,230","72,460","88,190",,2001,,,,,,,,,,,,
32,NV,Nevada,17-2131,Materials Engineers,,40,9.9,35.20,"73,210",13.2,23.04,26.45,30.80,35.38,#,"47,920","55,010","64,070","73,590",#,,2001,,,,,,,,,,,,
32,NV,Nevada,23-2092,Law Clerks,,330,20.0,19.74,"41,050",3.8,11.14,16.42,20.18,23.26,26.50,"23,180","34,160","41,960","48,380","55,120",,2001,,,,,,,,,,,,
32,NV,Nevada,27-1021,Commercial And Industrial Designers,,90,18.5,20.06,"41,730",2.8,10.96,13.03,19.60,24.20,28.74,"22,800","27,110","40,770","50,340","59,790",,2001,,,,,,,,,,,,
32,NV,Nevada,29-1123,Physical Therapists,,640,6.1,32.33,"67,240",2.8,22.55,26.56,31.30,36.00,43.05,"46,900","55,240","65,110","74,880","89,540",,2001,,,,,,,,,,,,
32,NV,Nevada,35-2021,Food Preparation Workers,,"5,410",9.2,9.35,"19,440",1.6,6.03,7.25,9.20,11.47,13.07,"12,550","15,080","19,130","23,860","27,180",,2001,,,,,,,,,,,,
32,NV,Nevada,41-2022,Parts Salespersons,,"2,100",11.7,13.56,"28,210",2.9,8.10,9.81,12.57,16.45,20.53,"16,860","20,400","26,150","34,220","42,710",,2001,,,,,,,,,,,,
32,NV,Nevada,43-4021,Correspondence Clerks,,330,38.1,11.45,"23,820",5.1,9.16,9.73,10.68,12.54,15.33,"19,060","20,250","22,210","26,080","31,880",,2001,,,,,,,,,,,,
32,NV,Nevada,43-4071,File Clerks,,"1,560",12.6,9.85,"20,480",1.5,7.12,8.69,9.79,10.83,12.76,"14,810","18,070","20,350","22,520","26,540",,2001,,,,,,,,,,,,
32,NV,Nevada,43-4151,Order Clerks,,"3,020",17.1,11.70,"24,340",4.1,7.86,8.85,10.82,13.87,16.68,"16,350","18,410","22,500","28,860","34,690",,2001,,,,,,,,,,,,
32,NV,Nevada,49-9041,Industrial Machinery Mechanics,,**,**,21.33,"44,360",2.9,13.96,18.26,21.84,25.45,28.06,"29,050","37,980","45,420","52,930","58,370",,2001,,,,,,,,,,,,
32,NV,Nevada,49-9043,"Maintenance Workers, Machinery",,560,23.6,16.59,"34,510",3.8,9.62,13.15,16.92,20.32,22.87,"20,000","27,350","35,200","42,260","47,570",,2001,,,,,,,,,,,,
32,NV,Nevada,51-0000,Production Occupations,major,"41,660",2.8,13.38,"27,830",0.9,7.41,8.99,11.83,16.53,21.50,"15,400","18,700","24,600","34,390","44,710",,2001,,,,,,,,,,,,
32,NV,Nevada,51-1011,First-Line Supervisors/Managers Of Production And Operating Workers,,"3,340",4.2,20.86,"43,390",2.0,11.28,14.52,19.16,26.35,33.33,"23,460","30,190","39,860","54,810","69,330",,2001,,,,,,,,,,,,
32,NV,Nevada,51-5021,Job Printers,,240,12.3,14.84,"30,870",2.9,8.86,11.07,15.28,18.76,20.80,"18,440","23,030","31,780","39,020","43,270",,2001,,,,,,,,,,,,
32,NV,Nevada,53-3031,Driver/Sales Workers,,"3,100",18.8,11.85,"24,650",3.4,6.86,8.64,11.04,14.37,17.38,"14,260","17,970","22,960","29,890","36,140",,2001,,,,,,,,,,,,
37,NC,North Carolina,11-3051,Industrial Production Managers,,"7,160",1.9,30.91,"64,280",0.9,16.93,21.62,28.54,38.66,50.49,"35,220","44,960","59,370","80,400","105,030",,2001,,,,,,,,,,,,
37,NC,North Carolina,11-9051,Food Service Managers,,"7,440",7.4,16.23,"33,770",2.3,9.55,11.98,15.54,19.48,24.24,"19,860","24,920","32,330","40,520","50,410",,2001,,,,,,,,,,,,
37,NC,North Carolina,17-2112,Industrial Engineers,,"4,290",4.7,28.19,"58,640",0.9,18.10,22.57,27.41,33.84,40.74,"37,650","46,950","57,010","70,400","84,750",,2001,,,,,,,,,,,,
37,NC,North Carolina,17-2131,Materials Engineers,,600,6.4,28.03,"58,290",2.0,16.34,20.81,26.94,34.21,42.25,"33,990","43,280","56,040","71,150","87,880",,2001,,,,,,,,,,,,
37,NC,North Carolina,19-2032,Materials Scientists,,130,8.4,31.66,"65,850",3.5,17.04,23.81,31.66,40.03,44.85,"35,440","49,530","65,860","83,260","93,290",,2001,,,,,,,,,,,,
37,NC,North Carolina,23-2092,Law Clerks,,220,9.7,17.15,"35,680",4.1,10.96,14.23,16.91,19.79,22.04,"22,800","29,600","35,180","41,150","45,850",,2001,,,,,,,,,,,,
37,NC,North Carolina,27-1021,Commercial And Industrial Designers,,430,18.0,24.03,"49,970",4.7,11.87,14.45,21.59,27.66,41.85,"24,690","30,060","44,910","57,540","87,060",,2001,,,,,,,,,,,,
37,NC,North Carolina,29-1123,Physical Therapists,,"3,570",9.4,29.26,"60,870",2.0,19.99,23.54,27.99,34.07,42.54,"41,570","48,970","58,210","70,860","88,490",,2001,,,,,,,,,,,,
37,NC,North Carolina,35-2021,Food Preparation Workers,,"22,060",10.9,7.34,"15,260",2.0,5.64,6.14,7.07,8.39,9.91,"11,730","12,770","14,710","17,450","20,610",,2001,,,,,,,,,,,,
37,NC,North Carolina,41-2022,Parts Salespersons,,"8,940",7.1,11.73,"24,400",1.7,7.06,8.43,10.61,14.16,17.97,"14,690","17,540","22,060","29,460","37,380",,2001,,,,,,,,,,,,
37,NC,North Carolina,43-4021,Correspondence Clerks,,540,5.6,11.77,"24,480",2.2,8.57,9.72,11.38,13.68,15.74,"17,830","20,210","23,670","28,460","32,730",,2001,,,,,,,,,,,,
